record,row,y_mm,valid,A_mm,B_mm,C_mm,D_mm,diag1_M1_M2_mm,diag2_M3_M4_mm,stick_length_mm,P1_x,P1_z,P2_x,P2_z,P3_x,P3_z,P4_x,P4_z,M1_x,M1_z,M2_x,M2_z,M3_x,M3_z,M4_x,M4_z,obj1_angle_deg,obj2_angle_deg,obj3_angle_deg,obj4_angle_deg,obj1_verticality_error_deg,obj2_verticality_error_deg,obj3_verticality_error_deg,obj4_verticality_error_deg,obj1_chamfer_mm,obj2_chamfer_mm,obj3_chamfer_mm,obj4_chamfer_mm,obj1_projection_x_mm,obj1_projection_z_mm,obj2_projection_x_mm,obj2_projection_z_mm,obj3_projection_x_mm,obj3_projection_z_mm,obj4_projection_x_mm,obj4_projection_z_mm,note
slice,6082,230.951029,True,210.499103,103.949008,209.547384,106.337143,232.416842,233.503393,826.40452,210.047419,103.54234,0.484226,-1.150278,-0.445292,105.182803,210.03029,-0.406667,209.357856,102.906657,1.156351,-0.387687,0.317763,104.422011,209.306734,0.270945,89.941471,89.895081,89.993629,89.950811,0.058529,0.104919,0.006371,0.049189,1.770094,1.87577,1.785117,1.830003,1.77,0.018237,1.875,0.053743,1.785,0.020404,1.83,0.003538,
slice,6286,240.930697,True,210.500761,103.946294,209.555028,106.330683,232.42855,233.491569,826.40452,210.054322,103.54624,0.476381,-1.150755,-0.440129,105.175978,210.030065,-0.400052,209.362264,102.911128,1.152157,-0.392223,0.325918,104.413715,209.313171,0.285713,89.934385,89.900718,89.976236,89.937391,0.065615,0.099282,0.023764,0.062609,1.77001,1.875794,1.785071,1.83001,1.77,0.006086,1.875,0.054558,1.785,0.015889,1.83,0.006184,
slice,6490,250.910364,True,210.483739,103.941964,209.572252,106.334173,232.436812,233.481203,826.40452,210.05122,103.556855,0.467096,-1.14837,-0.426244,105.18205,210.037958,-0.385108,209.360166,102.919683,1.140418,-0.382824,0.335084,104.41509,209.318153,0.301934,89.935481,89.903708,89.952693,89.921379,0.064519,0.096292,0.047307,0.078621,1.78507,1.87596,1.800264,1.83,1.785,0.015798,1.875,0.059992,1.8,0.030842,1.83,0.000618,
slice,6694,260.890032,True,210.482442,103.942544,209.567446,106.330583,232.449377,233.462136,826.40452,210.057059,103.561774,0.462192,-1.151414,-0.419197,105.175515,210.028221,-0.380766,209.362661,102.922214,1.133732,-0.390058,0.341204,104.408864,209.303032,0.295834,89.925377,89.910148,89.97874,89.966691,0.074623,0.089852,0.02126,0.033309,1.785106,1.875716,1.800275,1.830011,1.785,0.019432,1.875,0.051813,1.8,0.031492,1.83,0.006255,
slice,6898,270.869699,True,210.47224,103.937403,209.58625,106.325032,232.45987,233.459025,826.40452,210.056019,103.572796,0.450364,-1.146587,-0.410123,105.174963,210.035155,-0.364605,209.358606,102.939466,1.125473,-0.387943,0.344538,104.405473,209.314644,0.316034,89.91991,89.913189,89.968412,89.972712,0.08009,0.086811,0.031588,0.027288,1.785023,1.860729,1.80027,1.815004,1.785,0.008989,1.86,0.052092,1.8,0.031192,1.815,0.003992,
slice,7102,280.849366,True,210.471445,103.938591,209.588843,106.323111,232.474075,233.440788,826.40452,210.064716,103.578646,0.443391,-1.152697,-0.400735,105.167063,210.030735,-0.35994,209.36307,102.943994,1.119521,-0.394381,0.357516,104.40297,209.310537,0.320134,89.934159,89.890581,89.984541,89.96379,0.065841,0.109419,0.015459,0.03621,1.785029,1.860862,1.785066,1.845011,1.785,0.010141,1.86,0.056649,1.785,0.015402,1.845,0.006264,
slice,7306,290.829034,True,210.460595,103.932026,209.603759,106.32007,232.484738,233.441267,826.40452,210.063284,103.586823,0.436027,-1.145597,-0.391347,105.171254,210.038258,-0.3452,209.371187,102.952226,1.116147,-0.386982,0.366132,104.415602,209.323022,0.339462,89.935125,89.907487,89.971898,89.942322,0.064875,0.092513,0.028102,0.057678,1.785079,1.875882,1.785094,1.830009,1.785,0.016796,1.875,0.057528,1.785,0.018313,1.83,0.005676,
slice,7510,300.808701,True,210.461669,103.931659,209.602429,106.31772,232.502454,233.423117,826.40452,210.071727,103.591308,0.429536,-1.148394,-0.384049,105.166213,210.030408,-0.340343,209.380817,102.951312,1.105683,-0.387254,0.375765,104.405803,209.319174,0.343305,89.94035,89.900136,89.972954,89.943409,0.05965,0.099864,0.027046,0.056591,1.770092,1.860795,1.785092,1.830002,1.77,0.018054,1.86,0.05438,1.785,0.018096,1.83,0.002835,
slice,7714,310.788369,True,210.442805,103.928955,209.611983,106.320393,232.500006,233.417223,826.40452,210.06594,103.600251,0.420912,-1.146786,-0.371005,105.170658,210.031298,-0.328698,209.364206,102.966511,1.097992,-0.384524,0.377534,104.414702,209.312997,0.34947,89.932314,89.90081,89.998989,89.958308,0.067686,0.09919,0.001011,0.041692,1.785069,1.875925,1.770046,1.830034,1.785,0.015747,1.875,0.058908,1.77,0.012743,1.83,0.01109,
slice,7918,320.768036,True,210.443943,103.926948,209.617878,106.322362,232.514956,233.408779,826.40452,210.07186,103.603652,0.413181,-1.149194,-0.366251,105.17031,210.029432,-0.323288,209.379436,102.960593,1.095131,-0.387619,0.388574,104.41417,209.317772,0.3553,89.934363,89.891199,89.981614,89.930741,0.065637,0.108801,0.018386,0.069259,1.78504,1.875912,1.78509,1.815015,1.785,0.011878,1.875,0.058479,1.785,0.017876,1.815,0.007397,
slice,8122,330.747704,True,210.434099,103.917275,209.626058,106.333991,232.523074,233.390462,826.40452,210.072214,103.609649,0.406798,-1.150409,-0.356019,105.180845,210.031161,-0.307618,209.37295,102.97538,1.08622,-0.38621,0.397344,104.415947,209.312896,0.370765,89.946492,89.880371,89.948926,89.942809,0.053508,0.119629,0.051074,0.057191,1.785029,1.860888,1.800144,1.830005,1.785,0.010226,1.86,0.057489,1.8,0.022731,1.83,0.004301,
slice,8326,340.727371,True,210.436007,103.918442,209.620333,106.328946,232.526609,233.383069,826.40452,210.077819,103.612258,0.402253,-1.150231,-0.352377,105.176037,210.020886,-0.306168,209.374009,102.976454,1.081121,-0.380677,0.393362,104.4093,209.306931,0.376719,89.926008,89.898936,89.981047,89.953554,0.073992,0.101064,0.018953,0.046446,1.785015,1.875909,1.785157,1.830002,1.785,0.007286,1.875,0.058391,1.785,0.023696,1.83,0.002939,
slice,8530,350.707038,True,210.422396,103.910181,209.629478,106.3407,232.532978,233.366987,826.40452,210.074498,103.6172,0.394515,-1.151721,-0.342046,105.186428,210.022234,-0.292968,209.374947,102.977406,1.077412,-0.38469,0.410279,104.424187,209.304803,0.389441,89.934999,89.890539,89.974219,89.942893,0.065001,0.109461,0.025781,0.057107,1.785034,1.875775,1.800234,1.845004,1.785,0.010963,1.875,0.053909,1.8,0.029046,1.845,0.003954,
slice,8734,360.686706,True,210.420593,103.907958,209.626287,106.351229,232.54622,233.361512,826.40452,210.076903,103.621358,0.388695,-1.161002,-0.33786,105.187745,210.013158,-0.28658,209.377062,102.979551,1.069862,-0.392857,0.405386,104.418466,209.295827,0.387804,89.934451,89.889117,89.981851,89.961125,0.065549,0.110883,0.018149,0.038875,1.785048,1.875918,1.785244,1.830033,1.785,0.01309,1.875,0.058692,1.785,0.029491,1.83,0.01095,
slice,8938,370.666373,True,210.404805,103.895838,209.635142,106.364844,232.552749,233.350814,826.40452,210.073567,103.623434,0.380324,-1.164369,-0.325345,105.198134,210.013568,-0.272387,209.378053,102.980555,1.066088,-0.39694,0.420114,104.435579,209.299039,0.405792,89.959106,89.899382,89.986482,89.943037,0.040894,0.100618,0.013518,0.056963,1.785053,1.875918,1.77019,1.830015,1.785,0.013743,1.875,0.058664,1.77,0.025924,1.83,0.00751,
slice,9142,380.646041,True,210.397747,103.894704,209.634614,106.378226,232.551985,233.336008,826.40452,210.069873,103.628105,0.37455,-1.171093,-0.321966,105.204853,210.007213,-0.26658,209.36453,102.988204,1.060314,-0.403186,0.429289,104.436945,209.293666,0.411156,89.934095,89.894549,89.941756,89.934257,0.065905,0.105451,0.058244,0.065743,1.785024,1.87585,1.8152,1.830005,1.785,0.009287,1.875,0.05645,1.815,0.02693,1.83,0.004238,
slice,9346,390.625708,True,210.378666,103.890903,209.646978,106.384073,232.564048,233.324635,826.40452,210.065326,103.635523,0.364175,-1.17217,-0.307451,105.209782,210.009149,-0.255365,209.362797,102.99713,1.049739,-0.403577,0.439952,104.447494,209.292318,0.423099,89.943422,89.903869,89.983142,89.934899,0.056578,0.096131,0.016858,0.065101,1.800022,1.860838,1.785213,1.845014,1.8,0.008821,1.86,0.055839,1.785,0.02756,1.845,0.007101,
slice,9550,400.605376,True,210.368293,103.893217,209.650066,106.393618,232.585111,233.308971,826.40452,210.063961,103.642805,0.354292,-1.181285,-0.298491,105.21033,210.002292,-0.250393,209.367072,103.001466,1.038621,-0.415603,0.449157,104.448828,209.282808,0.421994,89.940967,89.896585,89.991538,89.936767,0.059033,0.103415,0.008462,0.063233,1.770138,1.860733,1.800127,1.830043,1.77,0.022067,1.86,0.052218,1.8,0.021386,1.83,0.012535,
slice,9754,410.585043,True,210.35395,103.882276,209.664649,106.406267,232.597862,233.295593,826.40452,210.063358,103.648764,0.34296,-1.184542,-0.284725,105.219874,210.005452,-0.233496,209.368217,103.01331,1.033929,-0.420679,0.463201,104.455939,209.286891,0.439113,89.962305,89.893644,89.955813,89.934869,0.037695,0.106356,0.044187,0.065131,1.785082,1.860877,1.800099,1.830014,1.785,0.017072,1.86,0.057122,1.8,0.018901,1.83,0.007071,
slice,9958,420.564711,True,210.342402,103.883709,209.669272,106.41754,232.602023,233.279715,826.40452,210.058204,103.656914,0.332466,-1.194753,-0.278383,105.221035,209.999503,-0.226778,209.354631,103.020895,1.020949,-0.423671,0.471995,104.457693,209.280333,0.445659,89.942229,89.891178,89.959581,89.953572,0.057771,0.108822,0.040419,0.046428,1.785063,1.875939,1.815075,1.830006,1.785,0.014974,1.875,0.059341,1.815,0.016536,1.83,0.004541,
slice,10162,430.544378,True,210.319535,103.874998,209.685032,106.433488,232.615831,233.268138,826.40452,210.053491,103.661995,0.319213,-1.200791,-0.26019,105.23112,210.001918,-0.21299,209.355901,103.022183,1.012163,-0.433175,0.487704,104.46311,209.287436,0.459763,89.93927,89.882155,89.960348,89.950072,0.06073,0.117845,0.039652,0.049928,1.785051,1.875898,1.815183,1.830014,1.785,0.013551,1.875,0.058038,1.815,0.02574,1.83,0.007033,
slice,10366,440.524045,True,210.305452,103.878856,209.697894,106.430577,232.625805,233.255501,826.40452,210.048767,103.672866,0.30728,-1.203003,-0.250949,105.22611,210.002804,-0.205979,209.348066,103.035602,1.000587,-0.434649,0.496168,104.465198,209.282965,0.464226,89.934579,89.887599,89.96737,89.930783,0.065421,0.112401,0.03263,0.069217,1.785059,1.86092,1.800129,1.830019,1.785,0.014458,1.86,0.058518,1.8,0.021516,1.83,0.008348,
slice,10570,450.503713,True,210.294504,103.873352,209.709088,106.438472,232.641958,233.243127,826.40452,210.050768,103.677961,0.296489,-1.207064,-0.238008,105.230065,210.003136,-0.195381,209.352648,103.040249,0.993336,-0.442492,0.5025,104.458757,209.283629,0.474161,89.943973,89.900739,89.979486,89.931567,0.056027,0.099261,0.020514,0.068433,1.785035,1.860776,1.800232,1.845033,1.785,0.011104,1.86,0.05374,1.8,0.028882,1.845,0.011017,
slice,10774,460.48338,True,210.283533,103.876677,209.719172,106.441496,232.659524,233.231113,826.40452,210.051994,103.688587,0.284266,-1.211998,-0.225902,105.228275,210.000938,-0.188077,209.349867,103.048111,0.97417,-0.441129,0.513299,104.458471,209.285497,0.482893,89.951338,89.870906,89.952732,89.938869,0.048662,0.129094,0.047268,0.061131,1.800028,1.861037,1.815186,1.830008,1.8,0.009969,1.86,0.062126,1.815,0.02598,1.83,0.005259,
slice,10978,470.463048,True,210.264006,103.866439,209.735705,106.442123,232.658683,233.216455,826.40452,210.048275,103.692411,0.274549,-1.208651,-0.210091,105.23237,210.007703,-0.17402,209.344439,103.053287,0.972921,-0.442479,0.531452,104.4721,209.289202,0.500389,89.935576,89.903188,89.981586,89.928977,0.064424,0.096812,0.018414,0.071023,1.785026,1.860683,1.800142,1.830003,1.785,0.00967,1.86,0.050426,1.8,0.022589,1.83,0.003259,
slice,11182,480.442715,True,210.261272,103.867267,209.744317,106.441198,232.682315,233.204064,826.40452,210.053026,103.700256,0.262403,-1.213121,-0.202703,105.227061,210.004111,-0.166999,209.352316,103.061277,0.956323,-0.438336,0.538074,104.465364,209.28662,0.502967,89.935358,89.874965,89.974608,89.940593,0.064642,0.125035,0.025392,0.059407,1.785038,1.86095,1.800058,1.830003,1.785,0.011697,1.86,0.059447,1.8,0.014422,1.83,0.003524,
slice,11386,490.422383,True,210.248174,103.866271,209.758519,106.437488,232.699229,233.194628,826.40452,210.050121,103.708951,0.25144,-1.208495,-0.192565,105.228067,210.007325,-0.157311,209.355956,103.06497,0.94403,-0.440586,0.546499,104.467492,209.288024,0.512163,89.955676,89.881532,89.974512,89.925899,0.044324,0.118468,0.025488,0.074101,1.785104,1.845885,1.815084,1.845009,1.785,0.019237,1.845,0.057163,1.815,0.01748,1.845,0.0058,
slice,11590,500.40205,True,210.244034,103.87274,209.763122,106.435628,232.713126,233.190726,826.40452,210.055193,103.716202,0.24289,-1.208972,-0.183422,105.225803,210.003372,-0.156525,209.362896,103.072009,0.937155,-0.436974,0.546996,104.456288,209.289171,0.511017,89.939637,89.883006,89.978879,89.936857,0.060363,0.116994,0.021121,0.063143,1.785092,1.860964,1.800217,1.815003,1.785,0.018082,1.86,0.059896,1.8,0.027941,1.815,0.003246,
slice,11794,510.381717,True,210.238928,103.870623,209.778229,106.431761,232.718407,233.17915,826.40452,210.057313,103.723423,0.23376,-1.204319,-0.176241,105.226652,210.009325,-0.147189,209.356033,103.086413,0.92994,-0.433731,0.559514,104.464951,209.289537,0.521249,89.952767,89.871079,89.963062,89.930964,0.047233,0.128921,0.036938,0.069036,1.785032,1.846047,1.800203,1.830039,1.785,0.010729,1.845,0.062169,1.8,0.027048,1.83,0.011878,
slice,11998,520.361385,True,210.239038,103.878669,209.780381,106.421525,232.724497,233.178473,826.40452,210.061194,103.730017,0.230913,-1.200679,-0.172563,105.220081,210.008656,-0.148638,209.359972,103.090409,0.92937,-0.434348,0.557774,104.456023,209.29084,0.519949,89.936623,89.889632,89.966102,89.926929,0.063377,0.110368,0.033898,0.073071,1.785015,1.845931,1.815217,1.830014,1.785,0.007303,1.845,0.058629,1.815,0.028042,1.83,0.007058,
slice,12202,530.341052,True,210.237562,103.875022,209.791758,106.413469,232.738882,233.17692,826.40452,210.066822,103.732906,0.222295,-1.194233,-0.16549,105.218529,210.011414,-0.142102,209.364754,103.095259,0.91646,-0.426216,0.566176,104.458175,209.301627,0.530375,89.931796,89.887286,89.973041,89.920399,0.068204,0.112714,0.026959,0.079601,1.785035,1.845793,1.800176,1.830001,1.785,0.011217,1.845,0.054111,1.8,0.025154,1.83,0.001518,
slice,12406,540.32072,True,210.236561,103.882875,209.797123,106.401717,232.744263,233.166399,826.40452,210.071695,103.74079,0.215518,-1.190143,-0.159725,105.210912,210.010023,-0.142066,209.368974,103.099539,0.916679,-0.425978,0.571051,104.453216,209.295157,0.526236,89.936585,89.899636,89.9543,89.943848,0.063415,0.100364,0.0457,0.056152,1.78505,1.84577,1.800091,1.815013,1.785,0.013353,1.845,0.053308,1.8,0.018071,1.815,0.006778,
slice,12610,550.300387,True,210.227803,103.88563,209.811251,106.398643,232.757421,233.162426,826.40452,210.072329,103.74684,0.204869,-1.187294,-0.150376,105.210757,210.0135,-0.138773,209.372648,103.103265,0.903577,-0.418055,0.575306,104.448887,209.296474,0.524922,89.933632,89.887077,89.985966,89.94077,0.066368,0.112923,0.014034,0.05923,1.785084,1.846001,1.800192,1.815007,1.785,0.017349,1.845,0.060771,1.8,0.026326,1.815,0.005087,
slice,12814,560.280055,True,210.223614,103.896328,209.826493,106.388771,232.763535,233.15591,826.40452,210.073029,103.758228,0.194627,-1.182592,-0.145603,105.205635,210.018521,-0.138086,209.376148,103.106815,0.898991,-0.411966,0.579605,104.444514,209.302987,0.539615,89.945339,89.876762,89.964171,89.919465,0.054661,0.123238,0.035829,0.080535,1.785077,1.86077,1.800102,1.845003,1.785,0.01659,1.86,0.053518,1.8,0.019133,1.845,0.003053,
slice,13018,570.259722,True,210.218436,103.902908,209.834665,106.372116,232.77851,233.148182,826.40452,210.076951,103.764071,0.186521,-1.173335,-0.136593,105.19829,210.018637,-0.138821,209.383643,103.114418,0.891877,-0.408614,0.587593,104.436389,209.301734,0.530268,89.949179,89.893318,89.997094,89.933299,0.050821,0.106682,0.002906,0.066701,1.785053,1.845809,1.800245,1.830004,1.785,0.01373,1.845,0.054639,1.8,0.02972,1.83,0.003708,
slice,13222,580.239389,True,210.219275,103.914817,209.849856,106.360493,232.787011,233.146671,826.40452,210.077861,103.776323,0.177244,-1.167024,-0.13664,105.193006,210.024579,-0.138481,209.378347,103.130411,0.880284,-0.399056,0.589184,104.43477,209.302208,0.529795,89.940292,89.888173,89.972874,89.931999,0.059708,0.111827,0.027126,0.068001,1.785031,1.845805,1.800191,1.830029,1.785,0.010527,1.845,0.054514,1.8,0.026214,1.83,0.010253,
slice,13426,590.219057,True,210.215676,103.919856,209.860718,106.358057,232.799183,233.146403,826.40452,210.08169,103.781839,0.169001,-1.163311,-0.129241,105.194328,210.027214,-0.138003,209.383762,103.135904,0.876741,-0.402889,0.597476,104.437034,209.310319,0.532296,89.940244,89.876205,89.96503,89.938908,0.059756,0.123795,0.03497,0.061092,1.785055,1.845821,1.815121,1.815003,1.785,0.014051,1.845,0.05505,1.815,0.020986,1.815,0.003431,
slice,13630,600.198724,True,210.217665,103.929423,209.873232,106.340657,232.814575,233.140816,826.40452,210.084308,103.793971,0.161535,-1.15635,-0.128762,105.183911,210.032284,-0.135439,209.392626,103.144894,0.867093,-0.391228,0.597697,104.42611,209.313454,0.539763,89.952815,89.884226,89.966464,89.92444,0.047185,0.115774,0.033536,0.07556,1.785054,1.845758,1.80005,1.830016,1.785,0.013946,1.845,0.052891,1.8,0.013444,1.83,0.007607,
